Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TP","Cultures et produits animaux","60","El Salvador","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","17253","","Donnée officielle"
"TP","Cultures et produits animaux","60","El Salvador","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","588","","Donnée officielle"
"TP","Cultures et produits animaux","60","El Salvador","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","2284","","Donnée officielle"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","12890","","Donnée officielle"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","42660","","Donnée officielle"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","14230","","Donnée officielle"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","54317","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","132","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","477","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","16","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","83","","Donnée officielle"
"TP","Cultures et produits animaux","178","Érythrée","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","5","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","178","Érythrée","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","24","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","21566","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","93771","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","20684","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","74978","","Donnée officielle"
"TP","Cultures et produits animaux","63","Estonie","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","3904","","Donnée officielle"
"TP","Cultures et produits animaux","63","Estonie","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","14131","","Donnée officielle"
"TP","Cultures et produits animaux","63","Estonie","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","4145","","Donnée officielle"
"TP","Cultures et produits animaux","63","Estonie","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","12543","","Donnée officielle"
"TP","Cultures et produits animaux","209","Eswatini","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","325","","Donnée officielle"
"TP","Cultures et produits animaux","209","Eswatini","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","831","","Donnée officielle"
"TP","Cultures et produits animaux","231","États-Unis d'Amérique","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","49432","","Donnée officielle"
"TP","Cultures et produits animaux","231","États-Unis d'Amérique","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","259703","","Donnée officielle"
"TP","Cultures et produits animaux","231","États-Unis d'Amérique","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","223327","","Donnée officielle"
"TP","Cultures et produits animaux","231","États-Unis d'Amérique","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","446924","","Donnée officielle"
"TP","Cultures et produits animaux","238","Éthiopie","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","24","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","238","Éthiopie","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","103","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","185","Fédération de Russie","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","3149","","Donnée officielle"
"TP","Cultures et produits animaux","185","Fédération de Russie","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","10662","","Donnée officielle"
"TP","Cultures et produits animaux","185","Fédération de Russie","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","8092","","Donnée officielle"
"TP","Cultures et produits animaux","185","Fédération de Russie","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","17723","","Donnée officielle"
"TP","Cultures et produits animaux","66","Fidji","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","178","","Donnée officielle"
"TP","Cultures et produits animaux","66","Fidji","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","584","","Donnée officielle"
"TP","Cultures et produits animaux","67","Finlande","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","9843","","Donnée officielle"
"TP","Cultures et produits animaux","67","Finlande","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","54998","","Donnée officielle"
"TP","Cultures et produits animaux","67","Finlande","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","209","","Donnée officielle"
"TP","Cultures et produits animaux","67","Finlande","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","1093","","Donnée officielle"
"TP","Cultures et produits animaux","68","France","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","79826","","Donnée officielle"
"TP","Cultures et produits animaux","68","France","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","356443","","Donnée officielle"
"TP","Cultures et produits animaux","68","France","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","72334","","Donnée officielle"
"TP","Cultures et produits animaux","68","France","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","344938","","Donnée officielle"
"TP","Cultures et produits animaux","74","Gabon","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","525","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","74","Gabon","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","1418","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","75","Gambie","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","546","","Donnée officielle"
"TP","Cultures et produits animaux","75","Gambie","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","51","","Donnée officielle"
"TP","Cultures et produits animaux","73","Géorgie","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","952","","Donnée officielle"
"TP","Cultures et produits animaux","73","Géorgie","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","2555","","Donnée officielle"
"TP","Cultures et produits animaux","81","Ghana","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","693","","Donnée officielle"
"TP","Cultures et produits animaux","81","Ghana","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","750","","Donnée officielle"
"TP","Cultures et produits animaux","84","Grèce","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","10068","","Donnée officielle"
"TP","Cultures et produits animaux","84","Grèce","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","39752","","Donnée officielle"
"TP","Cultures et produits animaux","84","Grèce","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","3387","","Donnée officielle"
"TP","Cultures et produits animaux","84","Grèce","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","12283","","Donnée officielle"
"TP","Cultures et produits animaux","86","Grenade","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","122","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","86","Grenade","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","440","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","88","Guam","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","20","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","88","Guam","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","106","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","89","Guatemala","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","2136","*","Chiffre non officiel"
"TP","Cultures et produits animaux","89","Guatemala","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","8146","*","Chiffre non officiel"
"TP","Cultures et produits animaux","89","Guatemala","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","4316","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","89","Guatemala","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","13761","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","90","Guinée","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","337","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","90","Guinée","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","589","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","61","Guinée équatoriale","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","290","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","61","Guinée équatoriale","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","1177","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","175","Guinée-Bissau","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","20","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","175","Guinée-Bissau","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","50","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","91","Guyana","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","415","","Donnée officielle"
"TP","Cultures et produits animaux","91","Guyana","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","1148","","Donnée officielle"
"TP","Cultures et produits animaux","93","Haïti","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","245","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","93","Haïti","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","817","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","95","Honduras","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","2145","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","95","Honduras","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","7149","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","95","Honduras","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","122","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","95","Honduras","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","347","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","97","Hongrie","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","15114","","Donnée officielle"
"TP","Cultures et produits animaux","97","Hongrie","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","32605","","Donnée officielle"
"TP","Cultures et produits animaux","97","Hongrie","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","38944","","Donnée officielle"
"TP","Cultures et produits animaux","97","Hongrie","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","155658","","Donnée officielle"
"TP","Cultures et produits animaux","161","Île Norfolk","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","6","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","161","Île Norfolk","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","33","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","36","Îles Caïmanes","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","196","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","36","Îles Caïmanes","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","1208","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","47","Îles Cook","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","8","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","47","Îles Cook","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","44","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","65","Îles Falkland (Malvinas)","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","2","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","65","Îles Falkland (Malvinas)","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","19","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","64","Îles Féroé","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","318","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","64","Îles Féroé","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","1748","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","25","Îles Salomon","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","14","Im","Données de la FAO basées sur une méthodologie d'imputation"
"TP","Cultures et produits animaux","25","Îles Salomon","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","64","","Donnée officielle"
"TP","Cultures et produits animaux","25","Îles Salomon","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"TP","Cultures et produits animaux","25","Îles Salomon","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","41","","Donnée officielle"
"TP","Cultures et produits animaux","239","Îles Vierges britanniques","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","64","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","239","Îles Vierges britanniques","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","422","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","100","Inde","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","17","","Donnée officielle"
"TP","Cultures et produits animaux","100","Inde","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","130","","Donnée officielle"
"TP","Cultures et produits animaux","100","Inde","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","81","","Donnée officielle"
"TP","Cultures et produits animaux","100","Inde","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","251","","Donnée officielle"
"TP","Cultures et produits animaux","101","Indonésie","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","82","","Donnée officielle"
"TP","Cultures et produits animaux","101","Indonésie","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","361","","Donnée officielle"
"TP","Cultures et produits animaux","101","Indonésie","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","67","","Donnée officielle"
"TP","Cultures et produits animaux","101","Indonésie","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","226","","Donnée officielle"
"TP","Cultures et produits animaux","103","Iraq","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","13463","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","103","Iraq","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","26174","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","103","Iraq","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","9","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","103","Iraq","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","33","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","104","Irlande","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","43757","","Donnée officielle"
"TP","Cultures et produits animaux","104","Irlande","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","201459","","Donnée officielle"
"TP","Cultures et produits animaux","104","Irlande","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","46528","","Donnée officielle"
"TP","Cultures et produits animaux","104","Irlande","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","219896","","Donnée officielle"
"TP","Cultures et produits animaux","99","Islande","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","351","","Donnée officielle"
"TP","Cultures et produits animaux","99","Islande","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","2645","","Donnée officielle"
"TP","Cultures et produits animaux","99","Islande","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","2","","Donnée officielle"
"TP","Cultures et produits animaux","99","Islande","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","49","","Donnée officielle"
"TP","Cultures et produits animaux","105","Israël","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","28","Im","Données de la FAO basées sur une méthodologie d'imputation"
"TP","Cultures et produits animaux","105","Israël","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","132","","Donnée officielle"
"TP","Cultures et produits animaux","105","Israël","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","13948","Im","Données de la FAO basées sur une méthodologie d'imputation"
"TP","Cultures et produits animaux","105","Israël","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","33133","","Donnée officielle"
"TP","Cultures et produits animaux","106","Italie","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","23325","","Donnée officielle"
"TP","Cultures et produits animaux","106","Italie","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","100854","","Donnée officielle"
"TP","Cultures et produits animaux","106","Italie","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","19991","","Donnée officielle"
"TP","Cultures et produits animaux","106","Italie","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","80786","","Donnée officielle"
"TP","Cultures et produits animaux","109","Jamaïque","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","3689","","Donnée officielle"
"TP","Cultures et produits animaux","109","Jamaïque","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","4882","","Donnée officielle"
"TP","Cultures et produits animaux","109","Jamaïque","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","185","","Donnée officielle"
"TP","Cultures et produits animaux","109","Jamaïque","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","963","","Donnée officielle"
"TP","Cultures et produits animaux","110","Japon","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","520217","","Donnée officielle"
"TP","Cultures et produits animaux","110","Japon","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","2451766","","Donnée officielle"
"TP","Cultures et produits animaux","110","Japon","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","131","","Donnée officielle"
"TP","Cultures et produits animaux","110","Japon","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","1134","","Donnée officielle"
"TP","Cultures et produits animaux","112","Jordanie","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","2850","","Donnée officielle"
"TP","Cultures et produits animaux","112","Jordanie","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","9332","","Donnée officielle"
"TP","Cultures et produits animaux","112","Jordanie","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","832","","Donnée officielle"
"TP","Cultures et produits animaux","112","Jordanie","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","1985","","Donnée officielle"
"TP","Cultures et produits animaux","108","Kazakhstan","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","3397","","Donnée officielle"
"TP","Cultures et produits animaux","108","Kazakhstan","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","7799","","Donnée officielle"
"TP","Cultures et produits animaux","108","Kazakhstan","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","59","","Donnée officielle"
"TP","Cultures et produits animaux","108","Kazakhstan","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","161","","Donnée officielle"
"TP","Cultures et produits animaux","114","Kenya","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","103","","Donnée officielle"
"TP","Cultures et produits animaux","114","Kenya","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","348","","Donnée officielle"
"TP","Cultures et produits animaux","114","Kenya","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","0","","Donnée officielle"
"TP","Cultures et produits animaux","114","Kenya","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","1","","Donnée officielle"
"TP","Cultures et produits animaux","113","Kirghizistan","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","1577","","Donnée officielle"
"TP","Cultures et produits animaux","113","Kirghizistan","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","2635","","Donnée officielle"
"TP","Cultures et produits animaux","83","Kiribati","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","182","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","83","Kiribati","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","472","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","118","Koweït","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","5445","","Donnée officielle"
"TP","Cultures et produits animaux","118","Koweït","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","25660","","Donnée officielle"
"TP","Cultures et produits animaux","118","Koweït","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","1063","","Donnée officielle"
"TP","Cultures et produits animaux","118","Koweït","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","3576","","Donnée officielle"
"TP","Cultures et produits animaux","122","Lesotho","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","268","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","122","Lesotho","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","549","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","119","Lettonie","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","5595","","Donnée officielle"
"TP","Cultures et produits animaux","119","Lettonie","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","14420","","Donnée officielle"
"TP","Cultures et produits animaux","119","Lettonie","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","4825","","Donnée officielle"
"TP","Cultures et produits animaux","119","Lettonie","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","18762","","Donnée officielle"
"TP","Cultures et produits animaux","121","Liban","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","4333","","Donnée officielle"
"TP","Cultures et produits animaux","121","Liban","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","17068","","Donnée officielle"
"TP","Cultures et produits animaux","121","Liban","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","2207","","Donnée officielle"
"TP","Cultures et produits animaux","121","Liban","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","7040","","Donnée officielle"
"TP","Cultures et produits animaux","123","Libéria","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","6099","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","123","Libéria","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","15624","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","124","Libye","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","306","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","124","Libye","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","602","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","126","Lituanie","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","4656","","Donnée officielle"
"TP","Cultures et produits animaux","126","Lituanie","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","14121","","Donnée officielle"
"TP","Cultures et produits animaux","126","Lituanie","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","12206","","Donnée officielle"
"TP","Cultures et produits animaux","126","Lituanie","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","37523","","Donnée officielle"
"TP","Cultures et produits animaux","256","Luxembourg","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","2750","","Donnée officielle"
"TP","Cultures et produits animaux","256","Luxembourg","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","18145","","Donnée officielle"
"TP","Cultures et produits animaux","256","Luxembourg","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","298","","Donnée officielle"
"TP","Cultures et produits animaux","256","Luxembourg","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","1843","","Donnée officielle"
"TP","Cultures et produits animaux","154","Macédoine du Nord","5610","Importations - Quantité","1061","Viande, poulet en boîte","2018","2018","tonnes","2859","","Donnée officielle"
"TP","Cultures et produits animaux","154","Macédoine du Nord","5622","Importations - Valeur","1061","Viande, poulet en boîte","2018","2018","1000 US$","11487","","Donnée officielle"
